horizon,ozellik,grup,mean_abs_shap,pay_pct
22,is_month_end,takvim,1.3453953336769094e-05,0.0020427504145179914
22,is_month_start,takvim,2.823148734023562e-05,0.004286463690127151
22,is_quarter_end,takvim,0.0,0.0
22,month,takvim,0.026677807172139485,4.050564194420342
22,ovx_ema10,ovx,0.013668085029348732,2.0752626131877348
22,ovx_ema20,ovx,0.02665291726589203,4.046785092097656
22,ovx_ema5,ovx,0.012137532763881608,1.8428746899904898
22,ovx_lag1,ovx,0.009488398915467162,1.4406494754750807
22,ovx_lag2,ovx,0.0022623825430249174,0.343503709421386
22,ovx_lag3,ovx,0.002261628773218642,0.34338926249670315
22,ovx_lag4,ovx,0.0021644430235028267,0.328633285160684
22,ovx_lag5,ovx,0.0027082081767730417,0.4111946308439238
22,ovx_mr60,ovx,0.020800512594481308,3.1581985354772484
22,ovx_regime_high,ovx,0.0011120391750106744,0.16884393968463246
22,ovx_regime_high_x_gprd,etkilesim,0.0012934730194198588,0.19639153492279596
22,ovx_regime_low,ovx,0.00010623706784826937,0.016130263644599765
22,ovx_regime_low_x_gprd,etkilesim,0.0013439512190719445,0.20405577759425023
22,ovx_spike,ovx,1.5484730768851782e-05,0.002351088888522013
22,ovx_x_gprd,etkilesim,0.003010116477768558,0.45703419127405664
22,ovx_x_gprd_threat,etkilesim,0.0033002833302210395,0.5010910155612911
22,ovx_z60,ovx,0.02705919627721111,4.108471542021177
22,threat_ratio,gpr,0.005151495632405082,0.7821656263459442
22,vol20_vol126,brent_vol,0.07228692968686422,10.975521609586291
22,vol5_vol60,brent_vol,0.00988919430722793,1.5015033324911198
22,vol_ratio,brent_vol,0.0038583237677812577,0.5858198165768659
66,brent_ema10,brent_fiyat,0.010092623789595174,2.4577278050455647
66,brent_ema20,brent_fiyat,0.03526479388321085,8.587584980163472
66,brent_ema5,brent_fiyat,0.016139809640922716,3.9303217626651796
66,brent_lag1,brent_fiyat,0.006822333737675633,1.6613558250008245
66,brent_lag2,brent_fiyat,0.0017895263195636549,0.4357804952550267
66,brent_lag3,brent_fiyat,0.0011266994198584662,0.2743707235941598
66,brent_lag4,brent_fiyat,0.0008337418657902163,0.2030305110446779
66,brent_lag5,brent_fiyat,0.003127649721656261,0.7616366017013643
66,brent_ret_lag1,brent_fiyat,6.22794551808121e-05,0.015166120512564017
66,brent_ret_lag2,brent_fiyat,0.00021033262393237756,0.05121961829982484
66,brent_ret_lag3,brent_fiyat,0.00022290871675068047,0.054282113607560536
66,brent_ret_lag4,brent_fiyat,0.00011697685541938492,0.02848587999558726
66,brent_ret_lag5,brent_fiyat,0.00030692125022012206,0.07474061317959797
66,brent_vol126,brent_vol,0.05680666830656784,13.833402603690288
66,brent_vol20,brent_vol,0.013367885993959914,3.2553105898889627
66,brent_vol5,brent_vol,0.0021196829444046932,0.5161793225380126
66,brent_vol60,brent_vol,0.05694135085546544,13.86620012514564
66,dow,takvim,0.0,0.0
66,gprd_ema10,gpr,0.002880891543879573,0.7015467333690713
66,gprd_ema20,gpr,0.022978742640199407,5.595719793898065
66,gprd_ema5,gpr,0.00034319407651699815,0.08357367142252255
66,gprd_lag1,gpr,3.475770297102697e-05,0.008464099605047728
66,gprd_lag2,gpr,7.709657906421594e-05,0.018774345501252218
66,gprd_lag3,gpr,2.2617000338089254e-05,0.005507629309927595
66,gprd_lag4,gpr,6.466063028450922e-05,0.015745977681823804
66,gprd_lag5,gpr,7.924021442054904e-06,0.0019296357648833711
66,gprd_momentum,gpr,0.0014516443407046609,0.35350041114828756
66,gprd_spike,gpr,0.0,0.0
66,gprd_threat_ema10,gpr,0.0032235774935023592,0.7849966671370026
66,gprd_threat_ema20,gpr,0.010112768646130072,2.4626334247403676
66,gprd_threat_ema5,gpr,0.00014903826117266102,0.03629338476653793
66,gprd_threat_lag1,gpr,1.0814819168964667e-05,0.002633594824519896
66,gprd_threat_lag2,gpr,0.0,0.0
66,gprd_threat_lag3,gpr,1.2518869750368009e-05,0.0030485605046472676
66,gprd_threat_lag4,gpr,1.9099926638383685e-05,0.004651161259164397
66,gprd_threat_lag5,gpr,6.691725242749921e-06,0.001629550405890186
66,gprd_threat_momentum,gpr,0.0027369409583895632,0.6664922853001637
66,gprd_threat_spike,gpr,0.0,0.0
66,gprd_threat_z60,gpr,3.277657223017221e-05,0.007981660131553336
66,gprd_z60,gpr,0.0001410214775075604,0.03434115980189935
66,is_month_end,takvim,0.0,0.0
66,is_month_start,takvim,0.0,0.0
66,is_quarter_end,takvim,0.0,0.0
66,month,takvim,0.020365892510328974,4.9594457636285725
66,ovx_ema10,ovx,0.0055313461011142605,1.3469780896870411
66,ovx_ema20,ovx,0.019401824949974462,4.72467870023437
66,ovx_ema5,ovx,0.003883635059797338,0.9457320583923765
66,ovx_lag1,ovx,0.0017254145807653134,0.4201681821083754
66,ovx_lag2,ovx,0.00040370270809424777,0.09830856587345596
66,ovx_lag3,ovx,0.000142651995702181,0.03473821907876283
66,ovx_lag4,ovx,0.0006019186839694157,0.14657757158184984
66,ovx_lag5,ovx,0.0009924835903802887,0.2416868563597702
66,ovx_mr60,ovx,0.03869344360594239,9.422520268844938
66,ovx_regime_high,ovx,0.002973426339719611,0.7240805506807535
66,ovx_regime_high_x_gprd,etkilesim,0.003007544811615454,0.7323889865040056
66,ovx_regime_low,ovx,0.0,0.0
66,ovx_regime_low_x_gprd,etkilesim,1.7579038415403503e-05,0.004280798769497609
66,ovx_spike,ovx,0.0,0.0
66,ovx_x_gprd,etkilesim,7.745293987682089e-05,0.01886112549979638
66,ovx_x_gprd_threat,etkilesim,1.632982925262435e-05,0.003976594812460668
66,ovx_z60,ovx,0.04974000535107085,12.112548403961213
66,threat_ratio,gpr,0.00229731881492106,0.55943671796294
66,vol20_vol126,brent_vol,0.008776167353581903,2.137147978196517
66,vol5_vol60,brent_vol,0.000772086590456768,0.18801638908057822
66,vol_ratio,brent_vol,0.0015693704231775232,0.38216874084179403
126,brent_ema10,brent_fiyat,0.01510184960040663,4.832153224977096
126,brent_ema20,brent_fiyat,0.04730372989018049,15.13581958438564
126,brent_ema5,brent_fiyat,0.009013784467242658,2.884149215832628
126,brent_lag1,brent_fiyat,0.003783281152469239,1.210540079899025
126,brent_lag2,brent_fiyat,0.0028031746707191424,0.8969344738358999
126,brent_lag3,brent_fiyat,0.0009055635190244564,0.2897540231600381
126,brent_lag4,brent_fiyat,0.00036098565656824836,0.11550492494043699
126,brent_lag5,brent_fiyat,0.0023909649919785026,0.7650393496492754
126,brent_ret_lag1,brent_fiyat,1.833431971525507e-05,0.005866449771652175
126,brent_ret_lag2,brent_fiyat,0.0,0.0
126,brent_ret_lag3,brent_fiyat,5.543211175661002e-06,0.0017736665685293388
126,brent_ret_lag4,brent_fiyat,0.0,0.0
126,brent_ret_lag5,brent_fiyat,0.0,0.0
126,brent_vol126,brent_vol,0.06671864685735532,21.34802908970811
126,brent_vol20,brent_vol,0.0021545775629679804,0.6894022384568502
126,brent_vol5,brent_vol,0.00024831018111269387,0.0794520455577867
126,brent_vol60,brent_vol,0.009050755077623762,2.8959787373090977
126,dow,takvim,0.0,0.0
126,gprd_ema10,gpr,0.0007396471690818933,0.23666561037185904
126,gprd_ema20,gpr,0.009792511151837451,3.1333191360680366
126,gprd_ema5,gpr,3.8366107868828946e-05,0.01227604013902967
126,gprd_lag1,gpr,3.839099788040455e-06,0.0012284004219780516
