horizon,model,n_folds,rmse_fold_mean,mae_fold_mean,r2_oos_fold_mean
5,bilstm,15,0.014374051232155778,0.01009630104052941,-0.4684942543780852
5,garch,15,0.01121058490492126,0.008596701692014546,0.24024234457550409
5,har,15,0.010834116847330088,0.007807164273352694,0.29451261800873246
5,har_log,15,0.01085690716789882,0.007829705056071726,0.29067212783547025
5,har_x,15,0.010340917993794987,0.0073912390284885335,0.3729120242261683
5,har_x_log,15,0.010334907997353647,0.007349157454122914,0.3823660110800893
5,past_vol,15,0.013317793292048267,0.009538438142499514,-0.0757192280542965
5,train_mean,15,0.013451013596024032,0.010027448803296831,0.0
5,xgboost,15,0.010912739598711873,0.00786782223946694,0.2826840522169668
22,bilstm,15,0.010422946726269184,0.00825161373406822,-0.1753966294997186
22,garch,15,0.008969727699558153,0.007019395281842187,0.19149148146856984
22,har,15,0.008599557625720487,0.00645129936433668,0.2759580637168481
22,har_log,15,0.00867791749894008,0.006500558000484813,0.2587144743458825
22,har_x,15,0.00766906427148816,0.005643771300388333,0.43600890126964414
22,har_x_log,15,0.00756146377093564,0.00556290644188416,0.4426830488637806
22,past_vol,15,0.00949263292038043,0.0072278120488609215,0.07246760055324947
22,train_mean,15,0.011242666277378771,0.009021531253565458,0.0
22,xgboost,15,0.009079756323283747,0.006895950068863047,0.18643008542097952
66,bilstm,14,0.011589401828426946,0.009491705482739813,-2.2184631349711914
66,garch,14,0.009035738453403922,0.007098244308744686,-0.23454751373803487
66,har,14,0.0080997290246915,0.0060860551722476215,0.05757310537566545
66,har_log,14,0.008199037252201528,0.006202890300956014,-0.0302924533639633
66,har_x,14,0.007573301902136121,0.005608923209975801,0.203606937864771
66,har_x_log,14,0.007503573335551171,0.0056354725861135,0.19902484340070778
66,past_vol,14,0.008912876674174465,0.007011962716055747,-0.1073084930645515
66,train_mean,14,0.009239151285378697,0.007417839379145558,0.0
66,xgboost,14,0.008924304940887107,0.007008059450678586,-0.19917084812161087
126,bilstm,14,0.011430507579957491,0.009178810427279917,-3.094267208227449
126,garch,14,0.009435943282331027,0.007588297879148093,-0.5108801124908692
126,har,14,0.008203489982229558,0.00623317787472595,0.06069048795948928
126,har_log,14,0.008274597009925243,0.0063214865112962565,-0.03481694703286804
126,har_x,14,0.008059072488996257,0.006144245666259936,0.10037893889906133
126,har_x_log,14,0.008012348232290693,0.006211439829674136,0.051883531325329406
126,past_vol,14,0.008507621062478569,0.006894556706311887,-0.18603235127447287
126,train_mean,14,0.008915875281515882,0.007192663573607731,0.0
126,xgboost,14,0.008627015238730643,0.0069077594540304646,-0.283380194515064
